code,component,property,time_aspect,system,scale_type,method_type,long_common_name,short_name
35181-7,Docosapentaenate w6,SCnc,Pt,Ser/Plas,Qn,,"DPA, C22:5w6","DPA, C22:5w6"
35180-9,Docosapentaenate w3,SCnc,Pt,Ser/Plas,Qn,,"DPA, C22:5w3","DPA, C22:5w3"
35182-5,Docosatetraenoate,SCnc,Pt,Ser/Plas,Qn,,"DTA, C22:4w6","DTA, C22:4w6"
35160-1,Docosenoate,SCnc,Pt,Ser/Plas,Qn,,"Docosenoic Acid, C22:1","Docosenoic Acid, C22:1"
35170-0,Nervonate,SCnc,Pt,Ser/Plas,Qn,,"Nervonic Acid, C24:1w9","Nervonic Acid, C24:1w9"
33036-5,Fatty acids.very long chain.C26,1,SCnc,Pt,Ser/Plas,Qn:,"Hexacosenoic Acid, C26:1","Hexacosenoic Acid, C26:1"
35411-8,Trienoate/Arachidonate,SRto,Pt,Ser/Plas,Qn,,Triene Tetraene Ratio,Triene Tetraene Ratio
35158-5,Myristoleate,SCnc,Pt,Ser/Plas,Qn,,"Myristoleic Acid, C14:1","Myristoleic Acid, C14:1"
35157-7,Myristate,SCnc,Pt,Ser/Plas,Qn,,"Myristic Acid, C14:0","Myristic Acid, C14:0"
35154-4,Hexadecadienoate,SCnc,Pt,Ser/Plas,Qn,,"Hexadecadienoic Acid, C16:2","Hexadecadienoic Acid, C16:2"
35155-1,Hexadecenoate,SCnc,Pt,Ser/Plas,Qn,,"Hexadecenoic Acid, C16:1w9","Hexadecenoic Acid, C16:1w9"
35162-7,Palmitoleate,SCnc,Pt,Ser/Plas,Qn,,"Palmitoleic Acid, C16:1w7","Palmitoleic Acid, C16:1w7"
35161-9,Palmitate,SCnc,Pt,Ser/Plas,Qn,,"Palmitic Acid, C16:0","Palmitic Acid, C16:0"
35163-5,Gamma linolenate,SCnc,Pt,Ser/Plas,Qn,,"g-Linolenic Acid, C18:3w6","g-Linolenic Acid, C18:3w6"
35164-3,Alpha linolenate,SCnc,Pt,Ser/Plas,Qn,,"a-Linolenic Acid, C18:3w3","a-Linolenic Acid, C18:3w3"
35165-0,Linoleate,SCnc,Pt,Ser/Plas,Qn,,"Linoleic Acid, C18:2w6","Linoleic Acid, C18:2w6"
35166-8,Oleate,SCnc,Pt,Ser/Plas,Qn,,"Oleic Acid, C18:1w9","Oleic Acid, C18:1w9"
35167-6,Vaccenate,SCnc,Pt,Ser/Plas,Qn,,"Vaccenic Acid, C18:1w7","Vaccenic Acid, C18:1w7"
35149-4,Octadecanoate,SCnc,Pt,Ser/Plas,Qn,,"Stearic Acid, C18:0","Stearic Acid, C18:0"
35173-4,Eicosapentaenoate,SCnc,Pt,Ser/Plas,Qn,,"EPA, C20:5w3","EPA, C20:5w3"
35168-4,Arachidonate,SCnc,Pt,Ser/Plas,Qn,,"Arachidonic Acid, C20:4w6","Arachidonic Acid, C20:4w6"
35172-6,Mead acid,SCnc,Pt,Ser/Plas,Qn,,"Mead Acid, C20:3w9","Mead Acid, C20:3w9"
35145-2,Octanoate,SCnc,Pt,Ser/Plas,Qn,,"Octanoic Acid, C8:0","Octanoic Acid, C8:0"
35147-8,Decenoate,SCnc,Pt,Ser/Plas,Qn,,"Decenoic Acid, C10:1","Decenoic Acid, C10:1"
35146-0,Decanoate,SCnc,Pt,Ser/Plas,Qn,,"Decanoic Acid, C10:0","Decanoic Acid, C10:0"
35151-0,Lauroleate,SCnc,Pt,Ser/Plas,Qn,,"Lauroleic Acid, C12:1","Lauroleic Acid, C12:1"
35150-2,Laurate,SCnc,Pt,Ser/Plas,Qn,,"Lauric Acid, C12:0","Lauric Acid, C12:0"
35148-6,Tetradecadienoate,SCnc,Pt,Ser/Plas,Qn,,"Tetradecadienoic Acid, C14:2","Tetradecadienoic Acid, C14:2"
75037-2,2-Hydroxyglutarate,SCnc,Pt,Bld.dot,Qn,,2-OH Glutaric acid,2-OH Glutaric acid
82505-9,3-Hydroxyglutarate,SCnc,Pt,Bld.dot,Qn,,3-OH Glutaric acid,3-OH Glutaric acid
82504-2,Glutarate,SCnc,Pt,Bld.dot,Qn,,Glutaric acid,Glutaric acid
82503-4,Methylsuccinate,SCnc,Pt,Bld.dot,Qn,,Methylsuccinic acid,Methylsuccinic acid
82502-6,Ethylmalonate,SCnc,Pt,Bld.dot,Qn,,Ethylmalonic acid,Ethylmalonic acid
82191-8,Herpes simplex virus 2 DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Herpes simplex virus 2,Herpes simplex virus 2
82192-6,Herpes virus 6 DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Human herpes virus 6,Human herpes virus 6
82188-4,Varicella zoster virus DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Varicella zoster virus,Varicella zoster virus
82181-9,Cryptococcus gattii+neoformans DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Cryptococcus neoformans/gattii,Cryptococcus neoformans/gattii
82182-7,Escherichia coli K1 DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Escherichia coli K1,Escherichia coli K1
82183-5,Haemophilus influenzae DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Haemophilus influenzae,Haemophilus influenzae
82184-3,Listeria monocytogenes DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Listeria monocytogenes,Listeria monocytogenes
82185-0,Neisseria meningitidis DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Neisseria meningitidis,Neisseria meningitidis
82186-8,Streptococcus agalactiae DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Streptococcus agalactiae,Streptococcus agalactiae
82187-6,Streptococcus pneumoniae DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Streptococcus pneumoniae,Streptococcus pneumoniae
82189-2,Cytomegalovirus DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Cytomegalovirus,Cytomegalovirus
82194-2,Enterovirus RNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Enterovirus,Enterovirus
82190-0,Herpes simplex virus 1 DNA,PrThr,Pt,CSF,Ord,Non-probe.amp.tar,Herpes simplex virus 1,Herpes simplex virus 1
82385-6,Methylmalonate,SCnc,Pt,Bld.dot,Qn,,Methylmalonic Acid,Methylmalonic Acid
82386-4,2-Methylcitrate,SCnc,Pt,Bld.dot,Qn,,Methylcitric Acid,Methylcitric Acid
69961-1,Hepatitis E virus RNA,ACnc,Pt,Ser/Plas,Qn,Probe.amp.tar,"HEV RNA Detect / Quant, S","HEV RNA Detect / Quant, S"
8123-2,Cells.CD3+CD4+/100 cells,NFr,Pt,Bld,Qn,,% CD4 (T Cells),% CD4 (T Cells)
2951-2,Sodium,SCnc,Pt,Ser/Plas,Qn,,"Sodium, S","Sodium, S"
2823-3,Potassium,SCnc,Pt,Ser/Plas,Qn,,"Potassium, S","Potassium, S"
3690-5,Imipramine,MCnc,Pt,Ser/Plas,Qn,,Imipramine,Imipramine
4083-2,Trimipramine,MCnc,Pt,Ser/Plas,Qn,,"Trimipramine, S","Trimipramine, S"
3531-1,Desipramine,MCnc,Pt,Ser/Plas,Qn,,Desipramine,Desipramine
9627-1,Imipramine+Desipramine,MCnc,Pt,Ser/Plas,Qn,,Imipramine and Desipramine,Imipramine and Desipramine
56537-4,Tissue transglutaminase Ab.IgG,ACnc,Pt,Ser,Qn,EIA,"Tissue Transglutaminase Ab, IgG, S","Tissue Transglutaminase Ab, IgG, S"
46128-5,Tissue transglutaminase Ab.IgA,ACnc,Pt,Ser,Qn,EIA,"Tissue Transglutaminase Ab, IgA, S","Tissue Transglutaminase Ab, IgA, S"
3321-7,Amikacin^trough,MCnc,Pt,Ser/Plas,Qn,,"Amikacin, Trough, S","Amikacin, Trough, S"
3034-6,Transferrin,MCnc,Pt,Ser/Plas,Qn,,"Transferrin, S","Transferrin, S"
35669-1,Amikacin,MCnc,Pt,Ser/Plas,Qn,,"Amikacin, Random, S","Amikacin, Random, S"
38445-3,Calprotectin,MCnt,Pt,Stool,Qn,,"Calprotectin, F","Calprotectin, F"
3872-9,Nortriptyline,MCnc,Pt,Ser/Plas,Qn,,"Nortriptyline, S","Nortriptyline, S"
3665-7,Gentamicin^trough,MCnc,Pt,Ser/Plas,Qn,,"Gentamicin, Trough, S","Gentamicin, Trough, S"
49254-6,Bile acid pattern,Imp,Pt,Urine,Nar,,"Bile Acids, Urine","Bile Acids, Urine"
42491-1,Cannabinoids,PrThr,Pt,Bld,Ord,Screen,THC (Marijuana) Metabolite,THC (Marijuana) Metabolite
25116-5,Methylmalonate/Creatinine,SRto,Pt,Urine,Qn,,"Methylmalonic Acid, QN, U","Methylmalonic Acid, QN, U"
44828-2,Teriflunomide,MCnc,Pt,Ser/Plas,Qn,,"Leflunomide Metabolite, S","Leflunomide Metabolite, S"
3772-1,Methadone,MCnc,Pt,Ser/Plas,Qn,,Methadone,Methadone
80979-8,Frataxin,MCnc,Pt,Bld,Qn,,Frataxin,Frataxin
80912-9,Gadolinium,MCnc,Pt,Serum,Qn,,"Gadolinium, S","Gadolinium, S"
81156-2,Ubiquinone 10.reduced/Ubiquinone 10,MFr,Pt,Ser/Plas,Qn,,CoQ10 % reduced,CoQ10 % reduced
27923-2,Ubiquinone 10,MCnc,Pt,Ser/Plas,Qn,,CoQ10 Total,CoQ10 Total
45028-8,HLA-B SBT,Type,Pt,Bld/Tiss,Nom,High resolution,HLA B High Resolution,HLA B High Resolution
77348-1,Tacrolimus^trough,MCnc,Pt,Bld,Qn,,"Tacrolimus, B","Tacrolimus, B"
48654-8,Corynebacterium diphtheriae toxin Ab.IgG,ACnc,Pt,Ser,Qn,EIA,Diphtheria IgG Value,Diphtheria IgG Value
45166-6,Corynebacterium diphtheriae Ab.IgG,ACnc,Pt,Ser,Ord,,Diphtheria IgG Ab,Diphtheria IgG Ab
7816-2,Blastomyces dermatitidis Ab,ACnc,Pt,Ser,Ord,,"Blastomyces Ab, EIA, S","Blastomyces Ab, EIA, S"
27353-2,Estimated average glucose,MCnc,Pt,Bld,Qn,Estimated from glycated hemoglobin,Estimated Average Glucose,Estimated Average Glucose
32227-1,Argininosuccinate,SCnc,Pt,Ser/Plas,Qn,,Argininosuccinic Acid,Argininosuccinic Acid
3536-0,Norclomipramine,MCnc,Pt,Ser/Plas,Qn,,Norclomipramine,Norclomipramine
29566-7,West Nile virus Ab.IgG,ACnc,Pt,Ser,Ord,EIA,"West Nile Virus Ab, IgG, S","West Nile Virus Ab, IgG, S"
29569-1,West Nile virus Ab.IgM,ACnc,Pt,CSF,Ord,EIA,"West Nile Virus Ab, IgM, CSF","West Nile Virus Ab, IgM, CSF"
29567-5,West Nile virus Ab.IgM,ACnc,Pt,Ser,Ord,EIA,"West Nile Virus Ab, IgM, S","West Nile Virus Ab, IgM, S"
21582-2,Tryptase,MCnc,Pt,Ser/Plas,Qn,,"Tryptase, Autopsy","Tryptase, Autopsy"
54301-7,Homocysteine,SCnc,Pt,Bld.dot,Qn,,Homocysteine,Homocysteine
3256-5,Fibrinogen Ag,MCnc,Pt,PPP,Qn,Imm,"Fibrinogen Antigen, P","Fibrinogen Antigen, P"
21428-8,Olea europaea Ab.IgE,ACnc,Pt,Ser,Qn,,"Olive-Food, IgE","Olive-Food, IgE"
14803-1,Lactate dehydrogenase,CCnc,Pt,Body fld,Qn,,"Lactate Dehydrogenase (LD), BF","Lactate Dehydrogenase (LD), BF"
32366-7,Hepatitis B virus genotype,Prid,Pt,Ser/Plas,Nom,Probe.amp.tar,Hepatitis B Genotype,Hepatitis B Genotype
3319-1,Amikacin^peak,MCnc,Pt,Ser/Plas,Qn,,"Amikacin, Peak, S","Amikacin, Peak, S"
587-6,Helicobacter pylori,ACnc,Pt,XXX,Ord,Organism specific culture,Helicobacter pylori Culture + Susc,Helicobacter pylori Culture + Susc
69016-4,Lymphocyte proliferation.tetanus toxoid.maximum/CD45,NFr,Pt,Bld,Qn,Flow cytometry,Max Prolif of TT as % CD45,Max Prolif of TT as % CD45
69029-7,Lymphocyte proliferation.tetanus toxoid.maximum/CD3,NFr,Pt,Bld,Qn,Flow cytometry,Max Prolif of TT as % CD3,Max Prolif of TT as % CD3
60403-3,Pandalus borealis Ab.IgG,MCnc,Pt,Ser,Qn,,Shrimp IgG,Shrimp IgG
42188-3,Cells.CD3+CD16+CD56+,NCnc,Pt,Bld,Qn,,Cytotoxic NK (CD16++CD56+),Cytotoxic NK (CD16++CD56+)
26858-1,Cells.CD3+CD56+,NCnc,Pt,Bld,Qn,,NKT cells (CD3+CD56+),NKT cells (CD3+CD56+)
30042-6,Vigabatrin,MCnc,Pt,Ser/Plas,Qn,,Vigabatrin (Sabril),Vigabatrin (Sabril)
3999-0,Protriptyline,MCnc,Pt,Ser/Plas,Qn,,Protriptyline (Vivactyl),Protriptyline (Vivactyl)
3807-5,Methylphenidate,MCnc,Pt,Ser/Plas,Qn,,Methylphenidate (Ritalin),Methylphenidate (Ritalin)
3927-1,Perphenazine,MCnc,Pt,Ser/Plas,Qn,,Perphenazine,Perphenazine
17283-3,Mirtazapine,MCnc,Pt,Ser/Plas,Qn,,Mirtazapine,Mirtazapine
6953-4,Zolpidem,MCnc,Pt,Ser/Plas,Qn,,"Zolpidem, SE","Zolpidem, SE"
8243-8,Styrene,MCnc,Pt,Bld,Qn,,Styrene,Styrene
12416-4,Sotalol,MCnc,Pt,Ser/Plas,Qn,,Sotalol,Sotalol
73690-0,Nateglinide,MCnc,Pt,Urine,Qn,,"Nateglinide, UR","Nateglinide, UR"
73689-2,Repaglinide,MCnc,Pt,Urine,Qn,,"Repaglinide, UR","Repaglinide, UR"
73691-8,Glimepiride,MCnc,Pt,Urine,Qn,,"Glimepiride, UR","Glimepiride, UR"
6906-2,Sertraline,MCnc,Pt,Ser/Plas,Qn,,Sertraline,Sertraline
6897-3,Norsertraline,MCnc,Pt,Ser/Plas,Qn,,Desmethylsertraline,Desmethylsertraline
9394-8,Risperidone+9-Hydroxyrisperidone,MCnc,Pt,Ser/Plas,Qn,,Combined Total,Combined Total
13487-4,Phenol/Creatinine,MRto,Pt,Urine,Qn,,Phenol,Phenol
2758-1,Phenol,MCnc,Pt,Urine,Qn,,Phenol,Phenol
34574-4,Path report.final diagnosis,Imp,Pt,Specimen,Nom,,Final Diagnosis,Final Diagnosis
20578-1,Vancomycin,MCnc,Pt,Ser/Plas,Qn,,"Vancomycin, Random, S","Vancomycin, Random, S"
4090-7,Vancomycin^peak,MCnc,Pt,Ser/Plas,Qn,,"Vancomycin, Peak, S","Vancomycin, Peak, S"
3663-2,Gentamicin^peak,MCnc,Pt,Ser/Plas,Qn,,"Gentamicin, Peak, S","Gentamicin, Peak, S"
35668-3,Gentamicin,MCnc,Pt,Ser/Plas,Qn,,"Gentamicin, Random, S","Gentamicin, Random, S"
73687-6,Methylenedioxypyrovalerone,Threshold,Pt,Urine,Ord,Screen:,MDPV,MDPV
73686-8,Methylone,Threshold,Pt,Urine,Ord,Screen:,Methylone,Methylone
3801-8,Methsuximide,MCnc,Pt,Ser/Plas,Qn,,Methsuximide,Methsuximide
16244-6,Methaqualone,MCnc,Pt,Urine,Qn,Confirm,"Methaqualone, Urine Quant","Methaqualone, Urine Quant"
11242-5,Mercaptopurine,MCnc,Pt,Ser/Plas,Qn,,6-Mercaptopurine,6-Mercaptopurine
3697-0,Isoniazid,MCnc,Pt,Ser/Plas,Qn,,"Isoniazid (INH), S","Isoniazid (INH), S"
5748-9,Tin,MCnc,Pt,Ser/Plas,Qn,,Tin,Tin
5747-1,Tin,MCnc,Pt,Bld,Qn,,Tin,Tin
75711-2,Date of autopsy,Date,Pt,^Patient,Qn,,Date of Autopsy:,Date of Autopsy:
46979-1,Flurazepam,MCnc,Pt,Ser/Plas,Qn,Confirm,Flurazepam,Flurazepam
46980-9,N-desalkylflurazepam,MCnc,Pt,Ser/Plas,Qn,Confirm,Desalkylflurazepam,Desalkylflurazepam
73826-0,Flurazepam+N-desalkylflurazepam,MCnc,Pt,Ser/Plas/Bld,Qn,Confirm,Flurazepam + Desalkylflurazepam,Flurazepam + Desalkylflurazepam
73829-4,7-Aminoflunitrazepam,MCnc,Pt,Ser/Plas/Bld,Qn,,7-Aminoflunitrazepam,7-Aminoflunitrazepam
73828-6,Flunitrazepam,MCnc,Pt,Ser/Plas/Bld,Qn,,Flunitrazepam,Flunitrazepam
6797-5,Cyclobenzaprine,MCnc,Pt,Ser/Plas,Qn,,Cyclobenzaprine (Flexeril),Cyclobenzaprine (Flexeril)
3589-9,Encainide,MCnc,Pt,Ser/Plas,Qn,,Encainide,Encainide
10997-5,O-desmethylencainide,MCnc,Pt,Ser/Plas,Qn,,o-Demethylencainide (ODE),o-Demethylencainide (ODE)
10973-6,3 methoxy O desmethylencainide,MCnc,Pt,Ser/Plas,Qn,,3-Methoxy-ODE (MODE),3-Methoxy-ODE (MODE)
9814-5,Dextroamphetamine,MCnc,Pt,Ser/Plas,Qn,,Dextroamphetamine,Dextroamphetamine
13623-4,Dextromethorphan,MCnc,Pt,Ser/Plas,Qn,,Dextromethorphan (DM),Dextromethorphan (DM)
8159-6,Beryllium,MCnc,Pt,Bld,Qn,,Beryllium,Beryllium
9384-9,Benztropine,MCnc,Pt,Ser/Plas,Qn,,Benztropine (Cogentin),Benztropine (Cogentin)
9330-2,Benzene,MCnc,Pt,Bld,Qn,,Benzene,Benzene
5589-7,Barium,MCnc,Pt,Ser/Plas,Qn,,Barium,Barium
3317-5,Amantadine,MCnc,Pt,Ser/Plas,Qn,,Amantadine,Amantadine
3537-8,Nordiazepam,MCnc,Pt,Ser/Plas,Qn,,Nordiazepam,Nordiazepam
3862-0,Nordoxepin,MCnc,Pt,Ser/Plas,Qn,,Nordoxepin,Nordoxepin
3582-4,Doxepin+Nordoxepin,MCnc,Pt,Ser/Plas,Qn,,Doxepin and Nordoxepin,Doxepin and Nordoxepin
3335-7,Amitriptyline+Nortriptyline,MCnc,Pt,Ser/Plas,Qn,,Amitriptyline and Nortriptyline,Amitriptyline and Nortriptyline
16362-6,Ammonia,SCnc,Pt,Plas,Qn,,"Ammonia, P","Ammonia, P"
3298-7,Acetaminophen,MCnc,Pt,Ser/Plas,Qn,,"Acetaminophen, S","Acetaminophen, S"
3579-0,Doxepin,MCnc,Pt,Ser/Plas,Qn,,Doxepin,Doxepin
3333-2,Amitriptyline,MCnc,Pt,Ser/Plas,Qn,,Amitriptyline,Amitriptyline
59323-6,Rufinamide,MCnc,Pt,Ser/Plas,Qn,,"Rufinamide, S","Rufinamide, S"
16279-2,Toxoplasma gondii DNA,ACnc,Pt,Bld,Ord,Probe.amp.tar,"Toxoplasma gondii PCR, B","Toxoplasma gondii PCR, B"
2871-2,Beta globulin,MCnc,Pt,Ser/Plas,Qn,Electrophoresis,Beta Globulin,Beta Globulin
2874-6,Gamma globulin,MCnc,Pt,Ser/Plas,Qn,Electrophoresis,Gamma,Gamma
25700-6,Interpretation,Imp,Pt,Ser/Plas,Nom,Immunofixation,Immunofixation,Immunofixation
49275-1,Interpretation,Imp,Pt,Ser/Plas,Nar,Immunofixation,SPEP-IFE Interpretation,SPEP-IFE Interpretation
2885-2,Protein,MCnc,Pt,Ser/Plas,Qn,,"Total Protein, Serum","Total Protein, Serum"
2865-4,Alpha 1 globulin,MCnc,Pt,Ser/Plas,Qn,Electrophoresis,Alpha 1 Globulin,Alpha 1 Globulin
2868-8,Alpha 2 globulin,MCnc,Pt,Ser/Plas,Qn,Electrophoresis,Alpha 2 Globulin,Alpha 2 Globulin
31666-1,Sulfate-3-Glucuronyl paragloboside Ab.IgM,ACnc,Pt,Ser,Qn,,"SGPG Antibody, IgM","SGPG Antibody, IgM"
32554-8,Thiamine,SCnc,Pt,Bld,Qn,,"Thiamin (Vitamin B1), WB","Thiamin (Vitamin B1), WB"
59297-2,Lacosamide,MCnc,Pt,Ser/Plas,Qn,,"Lacosamide, S","Lacosamide, S"
54089-8,Newborn screening panel,-,Pt,^Patient,-,AHIC,Supplemental Newborn Screen Result,Supplemental Newborn Screen Result
73817-9,Percent heparin inhibition,Ratio,Pt,Ser,Qn,,Heparin Inhibition,Heparin Inhibition
14804-9,Lactate dehydrogenase,CCnc,Pt,Ser/Plas,Qn,Reaction: lactate to pyruvate,"Lactate Dehydrogenase (LD), S","Lactate Dehydrogenase (LD), S"
2955-3,Sodium,SCnc,Pt,Urine,Qn,,"Sodium, Random, U","Sodium, Random, U"
2880-3,Protein,MCnc,Pt,CSF,Qn,,"Protein, Total, CSF","Protein, Total, CSF"
4092-3,Vancomycin^trough,MCnc,Pt,Ser/Plas,Qn,,"Vancomycin, Trough, S","Vancomycin, Trough, S"
2075-0,Chloride,SCnc,Pt,Ser/Plas,Qn,,"Chloride, S","Chloride, S"
19113-0,IgE,ACnc,Pt,Ser/Plas,Qn,,"Immunoglobulin E (IgE), S","Immunoglobulin E (IgE), S"
2132-9,Cobalamins,MCnc,Pt,Ser/Plas,Qn,,"Vitamin B12 Assay, S","Vitamin B12 Assay, S"
4548-4,Hemoglobin A1c/Hemoglobin.total,MFr,Pt,Bld,Qn,,"Hemoglobin A1c, B","Hemoglobin A1c, B"
2342-4,Glucose,MCnc,Pt,CSF,Qn,,"Glucose, CSF","Glucose, CSF"
2345-7,Glucose,MCnc,Pt,Ser/Plas,Qn,,"Glucose, Random, S","Glucose, Random, S"
41171-0,Collagen crosslinked C-telopeptide,MCnc,Pt,Ser/Plas,Qn,,"Beta-CrossLaps (B-CTx), S","Beta-CrossLaps (B-CTx), S"
17861-6,Calcium,MCnc,Pt,Ser/Plas,Qn,,"Calcium, Total, S","Calcium, Total, S"
1798-8,Amylase,CCnc,Pt,Ser/Plas,Qn,,"Amylase, Total, S","Amylase, Total, S"
6768-6,Alkaline phosphatase,CCnc,Pt,Ser/Plas,Qn,,"Alkaline Phosphatase, S","Alkaline Phosphatase, S"
718-7,Hemoglobin,MCnc,Pt,Bld,Qn,,Hemoglobin,Hemoglobin
62290-2,"1,25-Dihydroxyvitamin D",MCnc,Pt,Ser/Plas,Qn,,"1,25-Dihydroxyvitamin D, S","1,25-Dihydroxyvitamin D, S"
47401-5,CV2 Ab.IgG,ACnc,Pt,Ser,Ord,IB,"CRMP-5-IgG Western Blot, S","CRMP-5-IgG Western Blot, S"
6412-1,Giardia lamblia Ag,ACnc,Pt,Stool,Ord,EIA,"Giardia Ag, F","Giardia Ag, F"
1823-4,Alpha tocopherol,MCnc,Pt,Ser/Plas,Qn,,"A-Tocopherol, Vitamin E","A-Tocopherol, Vitamin E"
47547-5,5-Methyltetrahydrofolate,SCnc,Pt,CSF,Qn,,5-Methyltetrahydrofolate,5-Methyltetrahydrofolate
30067-3,Proline/Creatinine,Ratio,Pt,Urine,Qn,,Proline,Proline
30055-8,Phenylalanine/Creatinine,Ratio,Pt,Urine,Qn,,Phenylalanine,Phenylalanine
28588-2,Beta alanine/Creatinine,Ratio,Pt,Urine,Qn,,Beta-alanine,Beta-alanine
28602-1,Beta aminoisobutyrate/Creatinine,Ratio,Pt,Urine,Qn,,Beta-aminoisobutyric Acid,Beta-aminoisobutyric Acid
28606-2,1-Methylhistidine/Creatinine,Ratio,Pt,Urine,Qn,,1-Methylhistidine,1-Methylhistidine
30047-5,Histidine/Creatinine,Ratio,Pt,Urine,Qn,,Histidine,Histidine
28594-0,3-Methylhistidine/Creatinine,Ratio,Pt,Urine,Qn,,3-Methylhistidine,3-Methylhistidine
28599-9,Cystathionine/Creatinine,Ratio,Pt,Urine,Qn,,Cystathionine,Cystathionine
30063-2,Methionine/Creatinine,Ratio,Pt,Urine,Qn,,Methionine,Methionine
28598-1,Alpha aminoadipate/Creatinine,Ratio,Pt,Urine,Qn,,Alpha-aminoadipic Acid,Alpha-aminoadipic Acid
28590-8,Alpha aminobutyrate/Creatinine,Ratio,Pt,Urine,Qn,,Alpha-amino-n-butyric Acid,Alpha-amino-n-butyric Acid
30064-0,Valine/Creatinine,Ratio,Pt,Urine,Qn,,Valine,Valine
30056-6,Glutamine/Creatinine,Ratio,Pt,Urine,Qn,,Glutamine,Glutamine
30059-0,Glutamate/Creatinine,Ratio,Pt,Urine,Qn,,Glutamic Acid,Glutamic Acid
30161-4,Citrulline/Creatinine,Ratio,Pt,Urine,Qn,,Citrulline,Citrulline
30066-5,Glycine/Creatinine,Ratio,Pt,Urine,Qn,,Glycine,Glycine
30068-1,Alanine/Creatinine,Ratio,Pt,Urine,Qn,,Alanine,Alanine
30057-4,Threonine/Creatinine,Ratio,Pt,Urine,Qn,,Threonine,Threonine
28603-9,Asparagine/Creatinine,Ratio,Pt,Urine,Qn,,Asparagine,Asparagine
28595-7,Taurine/Creatinine,Ratio,Pt,Urine,Qn,,Taurine,Taurine
73908-6,Alloisoleucine/Creatinine,Ratio,Pt,Urine,Qn,,Allo-isoleucine,Allo-isoleucine
51754-0,Histoplasma capsulatum Ag ,Mcnc,Pt,CSF,Qn,EIA,Result:,Result:
5324-9,Rickettsia typhi Ab.IgG,Titr,Pt,Ser,Qn,IF,"Murine Typhus Antibodies, IgG","Murine Typhus Antibodies, IgG"
56254-6,Egg yolk Ab.IgG4,MCnc,Pt,Ser,Qn,,Egg Yolk IgG4,Egg Yolk IgG4
56449-2,Saccharomyces cerevisiae Ab.IgG4,MCnc,Pt,Ser,Qn,,Yeast(Saccharomyces cerevisiae)IgG4,Yeast(Saccharomyces cerevisiae)IgG4
8244-6,Titanium,MCnc,Pt,Ser/Plas,Qn,,"Titanium, S","Titanium, S"
75739-3,Desmosterol,MCnc,Pt,Ser/Plas,Qn,,Desmosterol,Desmosterol
75740-1,Lathosterol,MCnc,Pt,Ser/Plas,Qn,,Lathosterol,Lathosterol
75738-5,Campesterol,MCnc,Pt,Ser/Plas,Qn,,Campesterol,Campesterol
75741-9,Beta sitosterol,MCnc,Pt,Ser/Plas,Qn,,Sitosterol,Sitosterol
75709-6,Calcitonin,MCnc,Pt,Lymph node.FNA,Qn,,"Calcitonin, FNAB, Lymph Node","Calcitonin, FNAB, Lymph Node"
75708-8,Bruton tyrosine kinase,Imp,Pt,B cells+monocytes,Nar,Flow cytometry,"Btk Protein Flow, B","Btk Protein Flow, B"
13949-3,Cytomegalovirus Ab.IgG,ACnc,Pt,Ser,Ord,EIA,"Cytomegalovirus Ab, IgG, S","Cytomegalovirus Ab, IgG, S"
62467-6,Galactomannan Ag,ACnc,Pt,XXX,Qn,EIA,"Aspergillus Ag, BAL","Aspergillus Ag, BAL"
31002-9,Phoenix dactylifera Ab.IgE,ACnc,Pt,Ser,Qn,,"Date, Fruit, IgE","Date, Fruit, IgE"
25095-1,Deoxypyridinoline/Creatinine,SRto,Pt,Urine,Qn,,"Deoxypyridinoline, Urine-ratio to CRT","Deoxypyridinoline, Urine-ratio to CRT"
7555-6,Iris germanica var florentina Ab.IgE,ACnc,Pt,Ser,Qn,,Orris Root IgE,Orris Root IgE
29616-0,Stachybotrys chartarum Ab.IgE,ACnc,Pt,Ser,Qn,,Stachybotrys chartarum/atra IgE,Stachybotrys chartarum/atra IgE
6056-6,Bombus terrestris Ab.IgE,ACnc,Pt,Ser,Qn,,Venom Bumble Bee IgE,Venom Bumble Bee IgE
60377-9,Citrus paradisis Ab.IgG,MCnc,Pt,Ser,Qn,,Grapefruit IgG,Grapefruit IgG
63131-7,Carica papaya Ab.IgG,MCnc,Pt,Ser,Qn,,Papaya IgG,Papaya IgG
60391-0,Pyrus communis Ab.IgG,MCnc,Pt,Ser,Qn,,Pear IgG,Pear IgG
60395-1,Prunus domestica Ab.IgG,MCnc,Pt,Ser,Qn,,Plum IgG,Plum IgG
63083-0,Rubus idaeus Ab.IgG,MCnc,Pt,Ser,Qn,,Raspberry IgG,Raspberry IgG
