code,component,property,time_aspect,system,scale_type,method_type,long_common_name,short_name
7178-7,Carum carvi Ab.IgE,ACnc,Pt,Ser,Qn,,"Caraway, IgE, Serum","Caraway, IgE, Serum"
50313-6,Cyclospora sp,Prid,Pt,Stool,Nom,Safranin stain,"Cyclospora Stain, Feces","Cyclospora Stain, Feces"
53834-8,cycloSPORINE^peak,MCnc,Pt,Bld,Qn,,"Cyclosporine, Peak, Blood","Cyclosporine, Peak, Blood"
82335-1,Cytokines panel,-,Pt,Ser/Plas,-,,"Cytokine Panel, Plasma","Cytokine Panel, Plasma"
94197-1,CYP21A2 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"21-Hydroxylase Gene, CYP21A2, Full Gene Analysis, Varies","21-Hydroxylase Gene, CYP21A2, Full Gene Analysis, Varies"
105260-4,Cystinuria multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Cystinuria Gene Panel, Varies","Cystinuria Gene Panel, Varies"
3520-4,cycloSPORINE,MCnc,Pt,Bld,Qn,,"Cyclosporine, Blood","Cyclosporine, Blood"
90785-7,Cystinuria panel,-,24H,Urine,-,,"Cystinuria Profile, Quantitative, 24 Hour, Urine","Cystinuria Profile, Quantitative, 24 Hour, Urine"
90784-0,Cystinuria panel,-,Pt,Urine,-,,"Cystinuria Profile, Quantitative, Random, Urine","Cystinuria Profile, Quantitative, Random, Urine"
56485-6,Taenia solium Ab.IgG,PrThr,Pt,Ser,Ord,IA,"Cysticercosis (Taenia solium), IgG, Serum","Cysticercosis (Taenia solium), IgG, Serum"
32785-8,Observation,Prid,Pt,XXX,Nom,Cytology.non-gyn,"Cytology Non-Gynecologic, Varies","Cytology Non-Gynecologic, Varies"
104541-8,Clonazepam & 7-Aminoclonazepam panel,-,Pt,Ser,-,,"Clonazepam and 7-Aminoclonazepam, Serum","Clonazepam and 7-Aminoclonazepam, Serum"
47393-4,Gliadin peptide Ab.IgA,PrThr,Pt,Ser,Ord,IA,"Gliadin (Deamidated) Antibody, IgA, Serum","Gliadin (Deamidated) Antibody, IgA, Serum"
49222-3,Food allergen panel,-,Pt,Ser,-,,"Dairy and Grain Allergen Profile, Serum","Dairy and Grain Allergen Profile, Serum"
6097-0,Taraxacum vulgare Ab.IgE,ACnc,Pt,Ser,Qn,,"Dandelion, IgE, Serum","Dandelion, IgE, Serum"
49046-6,Drugs of abuse panel,-,Pt,Meconium,-,,"Drugs of Abuse Screen, Meconium 4","Drugs of Abuse Screen, Meconium 4"
7275-1,Phoenix canariensis pollen Ab.IgE,ACnc,Pt,Ser,Qn,,"Date, Fruit, IgE, Serum","Date, Fruit, IgE, Serum"
31002-9,Phoenix dactylifera Ab.IgE,ACnc,Pt,Ser,Qn,,"Date, Tree, IgE, Serum","Date, Tree, IgE, Serum"
75385-5,DMD gene deletion+duplication,Find,Pt,Bld/Tiss,Doc,MLPA,"Duchenne/Becker Muscular Dystrophy, DMD Gene, Large Deletion/Duplication Analysis, Varies","Duchenne/Becker Muscular Dystrophy, DMD Gene, Large Deletion/Duplication Analysis, Varies"
107545-6,Dilated Cardiomyopathy and Left Ventricular Noncompaction Cardiomyopathy multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Dilated Cardiomyopathy and Left Ventricular Noncompaction Cardiomyopathy Gene Panel, Varies","Dilated Cardiomyopathy and Left Ventricular Noncompaction Cardiomyopathy Gene Panel, Varies"
104547-5,Monocyte and dendritic cell panel,-,Pt,Bld,-,Flow cytometry,"Dendritic Cell and Monocyte Enumeration, Blood","Dendritic Cell and Monocyte Enumeration, Blood"
1657-6,11-Deoxycortisol,MCnc,Pt,Ser/Plas,Qn,,"11-Deoxycortisol, Serum","11-Deoxycortisol, Serum"
34444-0,Acarboxyprothrombin,MCnc,Pt,Ser/Plas,Qn,,"Des-Gamma-Carboxy Prothrombin, Serum","Des-Gamma-Carboxy Prothrombin, Serum"
1007-4,Direct antiglobulin test.polyspecific reagent,PrThr,Pt,RBC,Ord,,"Direct Antiglobulin Test (Polyspecific), Blood","Direct Antiglobulin Test (Polyspecific), Blood"
82246-0,Chromosome region 22q11.2 deletion+duplication,Find,Pt,Bld/Tiss,Doc,FISH,"22q11.2 Deletion/Duplication, FISH, Varies","22q11.2 Deletion/Duplication, FISH, Varies"
101379-6,DDIT3 gene rearrangement,Find,Pt,Bld/Tiss,Doc,FISH,"Myxoid/Round Cell Liposarcoma, 12q13 (DDIT3 or CHOP) Rearrangement, FISH, Tissue","Myxoid/Round Cell Liposarcoma, 12q13 (DDIT3 or CHOP) Rearrangement, FISH, Tissue"
48067-3,Fibrin D-dimer,MCnc,Pt,PPP,Qn,IA.FEU,"D-Dimer, Plasma","D-Dimer, Plasma"
77958-7,Dengue virus 1 & 2 & 3 & 4 RNA,Prid,Pt,CSF,Nom,Probe.amp.tar,"Dengue Virus, Molecular Detection, PCR, Spinal Fluid","Dengue Virus, Molecular Detection, PCR, Spinal Fluid"
87546-8,Dengue virus Ab.IgG & IgM panel,-,Pt,Ser,Ord,,"Dengue Virus Antibody, IgG and IgM, Serum","Dengue Virus Antibody, IgG and IgM, Serum"
7855-0,Dengue virus 1+2+3+4 RNA,PrThr,Pt,Ser/Plas,Ord,Probe.amp.tar,"Dengue Virus, Molecular Detection, PCR, Serum","Dengue Virus, Molecular Detection, PCR, Serum"
104595-4,Dengue virus Ab.IgG & IgM & NS1 Ag panel,-,Pt,Ser/Plas,-,,"Dengue Virus Antibody/Antigen Panel, Serum","Dengue Virus Antibody/Antigen Panel, Serum"
3531-1,Desipramine,MCnc,Pt,Ser/Plas,Qn,,"Desipramine, Serum","Desipramine, Serum"
14062-4,Dexamethasone,MCnc,Pt,Ser/Plas,Qn,,"Dexamethasone, Serum","Dexamethasone, Serum"
6095-4,Dermatophagoides farinae Ab.IgE,ACnc,Pt,Ser,Qn,,"House Dust Mites/Dermatophagoides farinae, IgE, Serum","House Dust Mites/Dermatophagoides farinae, IgE, Serum"
47394-2,Gliadin peptide Ab.IgG,PrThr,Pt,Ser,Ord,IA,"Gliadin (Deamidated) Antibody, IgG, Serum","Gliadin (Deamidated) Antibody, IgG, Serum"
57776-7,Gliadin peptide Ab.IgA & IgG panel,-,Pt,Ser,-,,"Gliadin (Deamidated) Antibodies Evaluation, IgG and IgA, Serum","Gliadin (Deamidated) Antibodies Evaluation, IgG and IgA, Serum"
99058-0,DHCR7 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,"Smith Lemli Opitz Syndrome, DHCR7 Gene, Full Gene Analysis, Varies","Smith Lemli Opitz Syndrome, DHCR7 Gene, Full Gene Analysis, Varies"
2193-1,Dehydroepiandrosterone,MCnc,Pt,Ser/Plas,Qn,,"Dehydroepiandrosterone (DHEA), Serum","Dehydroepiandrosterone (DHEA), Serum"
2191-5,Dehydroepiandrosterone sulfate,MCnc,Pt,Ser/Plas,Qn,,"Dehydroepiandrosterone Sulfate, Serum","Dehydroepiandrosterone Sulfate, Serum"
112586-3,Human papilloma virus 16 panel,-,Pt,Plas.cfDNA,-,,"Human Papillomavirus (HPV) Type 16, Droplet Digital PCR, Blood","Human Papillomavirus (HPV) Type 16, Droplet Digital PCR, Blood"
112581-4,HPV 18+31+33+35 panel,-,Pt,Plas.cfDNA,-,,"Human Papillomavirus (HPV) Types 18, 31, 33, and 35, Droplet Digital PCR, Blood","Human Papillomavirus (HPV) Types 18, 31, 33, and 35, Droplet Digital PCR, Blood"
98122-5,Neutrophil.fMLP & PMA stimulated DHR panel,-,Pt,^Patient,-,Flow cytometry,"Dihydrorhodamine Flow Cytometric Test, Blood","Dihydrorhodamine Flow Cytometric Test, Blood"
98124-1,Neutrophil.PMA stimulated DHR panel,-,Pt,^Patient,-,Flow cytometry,"Dihydrorhodamine Flow Cytometric Phorbol Myristate Acetate Test, Blood","Dihydrorhodamine Flow Cytometric Phorbol Myristate Acetate Test, Blood"
1848-1,Androstanolone,MCnc,Pt,Ser/Plas,Qn,,"Dihydrotestosterone, Serum","Dihydrotestosterone, Serum"
62290-2,"1,25-Dihydroxyvitamin D",MCnc,Pt,Ser/Plas,Qn,,"1,25-Dihydroxyvitamin D, Serum","1,25-Dihydroxyvitamin D, Serum"
49044-1,Diazepam & Nordiazepam panel,-,Pt,Ser/Plas,Qn,,"Diazepam and Metabolites, Serum","Diazepam and Metabolites, Serum"
105585-4,DICER1 gene full mutation analysis,Find,Pt,Tiss,Doc,Molgen,"DICER1 Mutation Analysis, Next-Generation Sequencing, Tumor","DICER1 Mutation Analysis, Next-Generation Sequencing, Tumor"
83093-5,Digoxin,MCnc,Pt,Ser/Plas,Qn,IA,"Digoxin, Serum","Digoxin, Serum"
7280-1,Anethum graveolens Ab.IgE,ACnc,Pt,Ser,Qn,,"Dill, IgE, Serum","Dill, IgE, Serum"
48654-8,Corynebacterium diphtheriae toxin Ab.IgG,ACnc,Pt,Ser,Qn,IA,"Diphtheria Toxoid IgG Antibody, Serum","Diphtheria Toxoid IgG Antibody, Serum"
98005-2,HLA-A & B & C (class I) & HLA-DP & DQ & DR (class II),Type,Pt,Bld/Tiss,Nom,Low resolution,"Human Leukocyte Antigens (HLA) Class I and II Disease Association Typing, Low Resolution, Blood","Human Leukocyte Antigens (HLA) Class I and II Disease Association Typing, Low Resolution, Blood"
14045-9,D-lactate,SCnc,Pt,Ser/Plas,Qn,,"D-Lactate, Plasma","D-Lactate, Plasma"
14046-7,D-lactate,SCnc,Pt,Urine,Qn,,"D-Lactate, Urine","D-Lactate, Urine"
112278-7,Mycobacterium abscessus complex subspecies identification,PrThr,Pt,Isolate/Specimen,Ord,Molgen,"Mycobacterium abscessus Complex Subspecies Identification, Next-Generation Sequencing","Mycobacterium abscessus Complex Subspecies Identification, Next-Generation Sequencing"
94707-7,Dementia autoimmune Ab panel,-,Pt,CSF,-,,"Dementia, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","Dementia, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid"
22075-6,DMD gene mutations tested for,Prid,Pt,Bld/Tiss,Nom,Molgen,"DMD Gene, Full Gene Analysis, Varies","DMD Gene, Full Gene Analysis, Varies"
14036-8,Dermatophagoides microceras Ab.IgE,ACnc,Pt,Ser,Qn,,"Dermatophagoides microceras, IgE, Serum","Dermatophagoides microceras, IgE, Serum"
35470-4,Mitochondria DNA deletion,Prid,Pt,Bld/Tiss,Nom,Molgen,"Mitochondrial DNA Deletion Heteroplasmy, ddPCR, Varies","Mitochondrial DNA Deletion Heteroplasmy, ddPCR, Varies"
82455-7,Ganglioside Ab panel,-,Pt,Ser,-,,"Peripheral Nervous System Demyelinating Neuropathy, Autoimmune Evaluation, Serum","Peripheral Nervous System Demyelinating Neuropathy, Autoimmune Evaluation, Serum"
94696-2,Dementia autoimmune Ab panel,-,Pt,Ser/Plas,-,,"Dementia, Autoimmune/Paraneoplastic Evaluation, Serum","Dementia, Autoimmune/Paraneoplastic Evaluation, Serum"
94053-6,Mycobacterium tuberculosis complex resistance panel,-,Pt,Isolate/Specimen,-,Molgen,"Mycobacterium tuberculosis Complex, Molecular Detection of Drug Resistance Markers, Next-Generation Sequencing","Mycobacterium tuberculosis Complex, Molecular Detection of Drug Resistance Markers, Next-Generation "
75377-2,Dengue virus NS1 Ag,PrThr,Pt,Ser/Plas/Bld,Ord,IA.rapid,"Dengue Virus NS1 Antigen, Serum","Dengue Virus NS1 Antigen, Serum"
96415-5,DOCK8 expression panel,-,Pt,Bld,-,Flow cytometry,"Dedicator of Cytokinesis 8 (DOCK8) Deficiency, Blood","Dedicator of Cytokinesis 8 (DOCK8) Deficiency, Blood"
1656-8,11-Deoxycorticosterone,MCnc,Pt,Ser/Plas,Qn,,"11-Deoxycorticosterone, Serum","11-Deoxycorticosterone, Serum"
6098-8,Dog dander Ab.IgE,ACnc,Pt,Ser,Qn,,"Dog Dander, IgE, Serum","Dog Dander, IgE, Serum"
47715-8,Oxalate,SCnc,Pt,Dial fld,Qn,,"Oxalate Analysis, Hemodialysate","Oxalate Analysis, Hemodialysate"
6096-2,Dermatophagoides pteronyssinus Ab.IgE,ACnc,Pt,Ser,Qn,,"House Dust Mites/Dermatophagoides pteronyssinus, IgE, Serum","House Dust Mites/Dermatophagoides pteronyssinus, IgE, Serum"
93199-8,DPYD gene targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Dihydropyrimidine Dehydrogenase Genotype, Varies","Dihydropyrimidine Dehydrogenase Genotype, Varies"
94198-9,DPYD gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,"Dihydropyrimidine Dehydrogenase, DPYD Full Gene Sequencing, Varies","Dihydropyrimidine Dehydrogenase, DPYD Full Gene Sequencing, Varies"
49631-5,ATN1 gene allele 1.CAG repeats,EntNum,Pt,Bld/Tiss,Qn,Molgen,"Dentatorubral-Pallidoluysian Atrophy (DRPLA) Gene Analysis, Varies","Dentatorubral-Pallidoluysian Atrophy (DRPLA) Gene Analysis, Varies"
15359-3,Coagulation actual/normal,Pt,PPP,Qn,Coag.dilute Russell viper venom induced,,"Dilute Russell's Viper Venom Time (DRVVT), Plasma","Dilute Russell's Viper Venom Time (DRVVT), Plasma"
75512-4,Coagulation actual/Normal,RelTime,Pt,PPP,Qn,Coag.DRVVT1,"Dilute Russell's Viper Venom Time (DRVVT) Mix, Plasma","Dilute Russell's Viper Venom Time (DRVVT) Mix, Plasma"
50410-0,Coagulation dilute Russell viper venom induced/Coagulation dilute Russell viper venom induced.excess phospholipid,Ratio,Pt,PPP,Qn,Coag,"Dilute Russell's Viper Venom Time (DRVVT) Confirmation, Plasma","Dilute Russell's Viper Venom Time (DRVVT) Confirmation, Plasma"
50008-2,Mixing studies,Imp,Pt,PPP,Nar,,Dilute Russell's Viper Venom Time (DRVVT) Interpretation,Dilute Russell's Viper Venom Time (DRVVT) Interpretation
57765-0,Disaccharidases panel,-,Pt,Tsmi,Qn,,"Disaccharidase Activity Panel, Tissue","Disaccharidase Activity Panel, Tissue"
94335-7,Desmoglein 1 & Desmoglein 3 Ab.IgG panel,-,Pt,Ser,Qn,IA,"Desmoglein 1 (DSG1) and Desmoglein 3 (DSG3), IgG Antibodies, Serum","Desmoglein 1 (DSG1) and Desmoglein 3 (DSG3), IgG Antibodies, Serum"
20785-2,Drugs,Prid,Pt,Ser/Plas,Nom,Screen,"Drug Screen, Prescription/Over the Counter, Serum","Drug Screen, Prescription/Over the Counter, Serum"
101791-2,Clostridium tetani toxoid and corynebacterium diphtheriae Ab panel,-,Pt,Ser/Plas,-,,"Diphtheria/Tetanus Antibody  Panel, Serum","Diphtheria/Tetanus Antibody  Panel, Serum"
18500-9,Observation,Prid,Pt,Cvx,Nom,Cyto stain.thin prep,"ThinPrep Diagnostic with Human Papillomavirus (HPV) Reflex, Varies","ThinPrep Diagnostic with Human Papillomavirus (HPV) Reflex, Varies"
101822-5,Human papilloma virus cytology and high-risk genotypes panel,-,Pt,Cvx,-,,"ThinPrep with Human Papillomavirus (HPV) Co-Test-Diagnostic, Varies","ThinPrep with Human Papillomavirus (HPV) Co-Test-Diagnostic, Varies"
6100-2,Duck feather Ab.IgE,ACnc,Pt,Ser,Qn,,"Duck Feathers, IgE, Serum","Duck Feathers, IgE, Serum"
103731-6,Distal weakness multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Comprehensive Distal Weakness Gene Panel, Varies","Comprehensive Distal Weakness Gene Panel, Varies"
43122-1,Doxepin & Nordoxepin panel,-,Pt,Ser/Plas,Qn,,"Doxepin and Nordoxepin, Serum","Doxepin and Nordoxepin, Serum"
99000-2,Dysautonomia autoimmune Ab panel,-,Pt,Ser,-,,"Dysautonomia, Autoimmune/Paraneoplastic Evaluation, Serum","Dysautonomia, Autoimmune/Paraneoplastic Evaluation, Serum"
2258-2,Estrone,MCnc,Pt,Ser/Plas,Qn,,"Estrone, Serum","Estrone, Serum"
10851-4,Escherichia coli O157,H7,PrThr,Pt,Stool,Ord,"Escherichia coli O157:H7 Culture, Feces","Escherichia coli O157:H7 Culture, Feces"
40752-8,Epstein Barr virus early Ab.IgG,PrThr,Pt,Ser,Ord,IA,"Epstein-Barr Virus Early Antigen, IgG, Serum","Epstein-Barr Virus Early Antigen, IgG, Serum"
13954-3,Hepatitis B virus little e Ag,PrThr,Pt,Ser/Plas,Ord,IA,"Hepatitis B Virus e Antigen, Serum","Hepatitis B Virus e Antigen, Serum"
103739-9,EBV Lymphoproliferation multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Epstein Barr Virus (EBV) Susceptibility and Lymphoproliferative Disorders Gene Panel, Varies","Epstein Barr Virus (EBV) Susceptibility and Lymphoproliferative Disorders Gene Panel, Varies"
87554-2,Epstein Barr virus Ab panel,-,Pt,Ser,-,,"Epstein-Barr Virus Antibody Profile, Serum","Epstein-Barr Virus Antibody Profile, Serum"
5005-4,Epstein Barr virus DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,"Epstein-Barr Virus (EBV), Molecular Detection, PCR, Varies","Epstein-Barr Virus (EBV), Molecular Detection, PCR, Varies"
43730-1,Epstein Barr virus DNA,ACnc,Pt,Ser/Plas,Qn,Probe.amp.tar,"Epstein-Barr Virus DNA Detection and Quantification, Plasma","Epstein-Barr Virus DNA Detection and Quantification, Plasma"
32171-1,Echinococcus sp Ab.IgG,PrThr,Pt,Ser,Ord,,"Echinococcus Antibody, IgG, Serum","Echinococcus Antibody, IgG, Serum"
101922-3,Eculizumab Monitoring Panel,-,Pt,Ser/Plas,-,,"Eculizumab Monitoring Panel, Serum","Eculizumab Monitoring Panel, Serum"
90240-3,Eculizumab,MCnc,Pt,Ser,Qn,,"Eculizumab, Serum","Eculizumab, Serum"
103733-2,Hereditary emery dreifuss multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Inherited Emery-Dreifuss Gene Panel, Varies","Inherited Emery-Dreifuss Gene Panel, Varies"
100976-0,Eosinophil derived neurotoxin,MCnc,Pt,Ser/Plas,Qn,,"Eosinophil Derived Neurotoxin, Serum","Eosinophil Derived Neurotoxin, Serum"
93200-4,Ehlers-Danlos syndrome multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Ehlers-Danlos Syndrome Gene Panel, Varies","Ehlers-Danlos Syndrome Gene Panel, Varies"
72695-0,Erythrocyte enzyme panel,-,Pt,RBC,-,,"Red Blood Cell (RBC) Enzyme Evaluation, Blood","Red Blood Cell (RBC) Enzyme Evaluation, Blood"
59466-3,Hematologist review,Imp,Pt,XXX,Nar,,Red Blood Cell (RBC) Enzyme Interpretation,Red Blood Cell (RBC) Enzyme Interpretation
2243-4,Estradiol,MCnc,Pt,Ser/Plas,Qn,,"Estradiol, Serum","Estradiol, Serum"
21665-5,EGFR gene targeted mutation analysis,Prid,Pt,Bld/Tiss,Nom,Molgen,"EGFR Gene, Targeted Mutation Analysis, 51 Mutation Panel, Tumor","EGFR Gene, Targeted Mutation Analysis, 51 Mutation Panel, Tumor"
6106-9,Egg white Ab.IgE,ACnc,Pt,Ser,Qn,,"Egg White, IgE, Serum","Egg White, IgE, Serum"
7296-7,Solanum melongena Ab.IgE,ACnc,Pt,Ser,Qn,,"Eggplant, IgE, Serum","Eggplant, IgE, Serum"
104536-8,Egg Comprehensive Ab.IgE panel,-,Pt,Ser/Plas,-,,"Egg Comprehensive Profile, Serum","Egg Comprehensive Profile, Serum"
6110-1,Plantago lanceolata Ab.IgE,ACnc,Pt,Ser,Qn,,"English Plantain, IgE, Serum","English Plantain, IgE, Serum"
104689-5,Egg White IgE Panel,-,Pt,Ser,-,,"Egg White Component Profile, Serum","Egg White Component Profile, Serum"
101409-1,Anaplasma phagocytophilum & Babesia microti & Ehrlichia chaffeensis Ab.IgG panel,-,Pt,Ser,-,,"Ehrlichia/Babesia Antibody Panel, Immunofluorescence, Serum","Ehrlichia/Babesia Antibody Panel, Immunofluorescence, Serum"
22285-1,Entamoeba histolytica Ab,PrThr,Pt,Ser,Ord,,"Entamoeba histolytica Antibody, Serum","Entamoeba histolytica Antibody, Serum"
15342-9,Vespa crabro Ab.IgE,ACnc,Pt,Ser,Qn,,"European Hornet, IgE, Serum","European Hornet, IgE, Serum"
47405-6,Ehrlichia chaffeensis Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"Ehrlichia chaffeensis (HME) Antibody, IgG, Serum","Ehrlichia chaffeensis (HME) Antibody, IgG, Serum"
77165-9,Anaplasma phagocytophilum & Ehrlichia chaffeensis IgG panel,Titr,Pt,Ser,SemiQn,,"Ehrlichia Antibody Panel, Serum","Ehrlichia Antibody Panel, Serum"
79177-2,Clostridioides difficile glutamate dehydrogenase & toxins A+B,PrThr,Pt,Stool,Ord,IA.rapid,"Clostridioides difficile Toxin, EIA, Feces","Clostridioides difficile Toxin, EIA, Feces"
25907-7,Elastase.pancreatic,MCnt,Pt,Stool,Qn,,"Pancreatic Elastase, Feces","Pancreatic Elastase, Feces"
6108-5,Sambucus nigra Ab.IgE,ACnc,Pt,Ser,Qn,,"Elder, IgE, Serum","Elder, IgE, Serum"
6109-3,Ulmus americana Ab.IgE,ACnc,Pt,Ser,Qn,,"Elm, IgE, Serum","Elm, IgE, Serum"
24326-1,Electrolytes 1998 panel,-,Pt,Ser/Plas,Qn,,"Electrolyte Panel, Serum","Electrolyte Panel, Serum"
34166-9,Observation,Prid,Pt,XXX,Nom,Microscopy.electron,"Electron Microscopy, Varies","Electron Microscopy, Varies"
46126-9,Endomysium Ab.IgA,PrThr,Pt,Ser,Ord,IF,"Endomysial Antibodies, IgA, Serum","Endomysial Antibodies, IgA, Serum"
39554-1,Endomysium Ab.IgG,PrThr,Pt,Ser,Ord,,"Endomysial Antibodies, IgG, Serum","Endomysial Antibodies, IgG, Serum"
27038-9,Endomysium Ab.IgA,Titr,Pt,Ser,SemiQn,IF,"Endomysial Antibodies, IgA, Titer, Serum","Endomysial Antibodies, IgA, Titer, Serum"
6114-3,Euroglyphus maynei Ab.IgE,ACnc,Pt,Ser,Qn,,"Euroglyphus maynei, IgE, Serum","Euroglyphus maynei, IgE, Serum"
99614-0,Emicizumab,MCnc,Pt,PPP,Qn,Coag,"Emicizumab, Modified One Stage Assay Factor VIII, Plasma","Emicizumab, Modified One Stage Assay Factor VIII, Plasma"
90228-8,Extractable nuclear antigen Ab.IgG panel,-,Pt,Ser,-,,"Antibody to Extractable Nuclear Antigen Evaluation, Serum","Antibody to Extractable Nuclear Antigen Evaluation, Serum"
94708-5,Encephalopathy autoimmune Ab panel,-,Pt,CSF,-,,"Encephalopathy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","Encephalopathy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid"
94697-0,Encephalopathy autoimmune Ab panel,-,Pt,Ser/Plas,-,,"Encephalopathy, Autoimmune/Paraneoplastic Evaluation, Serum","Encephalopathy, Autoimmune/Paraneoplastic Evaluation, Serum"
97151-5,Enterovirus RNA,PrThr,Pt,Ser/Plas,Ord,Non-probe.amp.tar,"Enterovirus, Molecular Detection, PCR, Plasma","Enterovirus, Molecular Detection, PCR, Plasma"
105196-0,Inflammatory Bowel Disease multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Early Onset Monogenic Inflammatory Bowel Disease (IBD) Gene Panel, Varies","Early Onset Monogenic Inflammatory Bowel Disease (IBD) Gene Panel, Varies"
107544-9,Chronic eosinophilia chromosome analysis,Find,Pt,Bld/Tiss,Doc,FISH,"Chronic Eosinophilia Panel, Diagnostic FISH, Varies","Chronic Eosinophilia Panel, Diagnostic FISH, Varies"
32014-3,Eosinophils/Leukocytes,NFr,Pt,Urine,Qn,Manual count,"Eosinophils, Random, Urine","Eosinophils, Random, Urine"
6112-7,Ethylene oxide Ab.IgE,ACnc,Pt,Ser,Qn,,"Ethylene Oxide, IgE, Serum","Ethylene Oxide, IgE, Serum"
94709-3,Epilepsy autoimmune Ab panel,-,Pt,CSF,-,,"Epilepsy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","Epilepsy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid"
87548-4,Anaplasma phagocytophilum & Ehrlichia sp groEL gene panel,-,Pt,Bld,Ord,Non-probe.amp.tar,"Ehrlichia/Anaplasma, Molecular Detection, PCR, Blood","Ehrlichia/Anaplasma, Molecular Detection, PCR, Blood"
30185-3,(Cat dander+Cow dander+Dog dander+Horse dander) Ab.IgE,ACnc,Pt,Ser,Qn,Multidisk,"Epithelia Panel # 1, Serum","Epithelia Panel # 1, Serum"
71370-1,(Guinea pig epithelium+Hamster epithelium+Mouse+Rabbit epithelium+Rat) Ab.IgE,ACnc,Pt,Ser,Qn,Multidisk,"Epithelia Panel # 2, Serum","Epithelia Panel # 2, Serum"
15061-5,Erythropoietin,ACnc,Pt,Ser/Plas,Qn,,"Erythropoietin, Serum","Erythropoietin, Serum"
112706-7,Epilepsy and seizure multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Comprehensive Epilepsy With or Without Encephalopathy Gene Panel, Varies","Comprehensive Epilepsy With or Without Encephalopathy Gene Panel, Varies"
94698-8,Epilepsy autoimmune Ab panel,-,Pt,Ser/Plas,-,,"Epilepsy, Autoimmune/Paraneoplastic Evaluation, Serum","Epilepsy, Autoimmune/Paraneoplastic Evaluation, Serum"
6111-9,Epicoccum purpurascens Ab.IgE,ACnc,Pt,Ser,Qn,,"Epicoccum purpurascens, IgE, Serum","Epicoccum purpurascens, IgE, Serum"
10480-2,Estrogen+Progesterone receptor Ag,PrThr,Pt,Tiss,Ord,Immune stain,"Estrogen/Progesterone Receptor, Semi-Quantitative Immunohistochemistry, Manual","Estrogen/Progesterone Receptor, Semi-Quantitative Immunohistochemistry, Manual"
102121-1,Extended-spectrum beta lactamase by ceftazidime to ceftazidime+clavulanate inhibitory concentration ratio,Imp,Pt,Stool,Ord,Based on lab data,"Extended-Spectrum Beta-Lactamase-Producing Gram-Negative Bacteria Surveillance Culture, Feces","Extended-Spectrum Beta-Lactamase-Producing Gram-Negative Bacteria Surveillance Culture, Feces"
102116-1,ESR1 gene mutation panel,-,Pt,Tiss,-,Molgen,"ESR1 Mutation Analysis, Next-Generation Sequencing, Tumor","ESR1 Mutation Analysis, Next-Generation Sequencing, Tumor"
53766-2,Estrogen fraction panel,-,Pt,Ser/Plas,-,,"Estrogens, Estrone (E1) and Estradiol (E2), Fractionated, Serum","Estrogens, Estrone (E1) and Estradiol (E2), Fractionated, Serum"
102086-6,Endometrial stromal tumor,Find,Pt,Tiss,Doc,FISH,"Endometrial Stromal Tumors (EST), 7p15 (JAZF1), 6p21.32 (PHF1), 17p13.3 (YWHAE) Rearrangement, FISH, Tissue","Endometrial Stromal Tumors (EST), 7p15 (JAZF1), 6p21.32 (PHF1), 17p13.3 (YWHAE) Rearrangement, FISH,"
6263-8,Platanus occidentalis Ab.IgE,ACnc,Pt,Ser,Qn,,"Eastern Sycamore, IgE, Serum","Eastern Sycamore, IgE, Serum"
93705-2,Ethyl sulfate & Ethyl glucuronide panel,-,Pt,Urine,-,,"Ethyl Glucuronide Confirmation, Random, Urine","Ethyl Glucuronide Confirmation, Random, Urine"
5646-5,Ethylene glycol,MCnc,Pt,Ser/Plas/Bld,Qn,,"Ethylene Glycol, Serum","Ethylene Glycol, Serum"
58375-7,Ethyl glucuronide,Threshold,Pt,Urine,Ord,Screen,"Ethyl Glucuronide Screen with Reflex, Random, Urine","Ethyl Glucuronide Screen with Reflex, Random, Urine"
101380-4,ETV6 gene rearrangements,Find,Pt,Tiss,Doc,FISH,"ETV6 (12p13.2) Rearrangement, FISH, Tissue","ETV6 (12p13.2) Rearrangement, FISH, Tissue"
