code,component,property,time_aspect,system,scale_type,method_type,long_common_name,short_name
3616-0,Ethosuximide,MCnc,Pt,Ser/Plas,Qn,,"Ethosuximide, Serum","Ethosuximide, Serum"
6113-5,Eucalyptus spp Ab.IgE,ACnc,Pt,Ser,Qn,,"Eucalyptus, IgE, Serum","Eucalyptus, IgE, Serum"
73737-9,Phospholipase A2 receptor Ab.IgG,ACnc,Pt,Ser,Qn,IA,"Phospholipase A2 Receptor, Enzyme Linked Immunosorbent Assay, Serum","Phospholipase A2 Receptor, Enzyme Linked Immunosorbent Assay, Serum"
50544-6,Everolimus,MCnc,Pt,Bld,Qn,,"Everolimus, Blood","Everolimus, Blood"
93806-8,EWSR1 gene rearrangements,Find,Pt,Tiss,Doc,FISH,"Ewing Sarcoma, 22q12 (EWSR1) Rearrangement, FISH, Tissue","Ewing Sarcoma, 22q12 (EWSR1) Rearrangement, FISH, Tissue"
76651-9,Zinc transporter 8 Ab,ACnc,Pt,Ser/Plas,Qn,IA,"Zinc Transporter 8 (ZnT8) Antibody, Serum","Zinc Transporter 8 (ZnT8) Antibody, Serum"
47275-3,S100 calcium binding protein B,MCnc,Pt,Ser,Qn,,"S-100B Protein, Serum","S-100B Protein, Serum"
90783-2,F2-Isoprostanes/Creatinine,MRto,Pt,Urine,Qn,,"F2-Isoprostanes, Random, Urine","F2-Isoprostanes, Random, Urine"
96454-4,Coagulation factor II inhibitor,PrThr,Pt,PPP,Ord,Coag,"Factor II Inhibitor Screen, Plasma","Factor II Inhibitor Screen, Plasma"
21668-9,F5 gene.p.Arg506Gln,PrThr,Pt,Bld/Tiss,Ord,Molgen,"Factor V Leiden (R506Q) Mutation, Blood","Factor V Leiden (R506Q) Mutation, Blood"
47547-5,5-Methyltetrahydrofolate,SCnc,Pt,CSF,Qn,,5-Methyltetrahydrofolate,5-Methyltetrahydrofolate
81124-0,Coagulation factor V inhibitor,PrThr,Pt,PPP,Ord,Coag,"Factor V Inhibitor Screen, Plasma","Factor V Inhibitor Screen, Plasma"
43597-4,Inner Ear 68kD Ab,PrThr,Pt,Ser/Plas,Ord,IB,68kD (hsp-70) antibodies by Line Blot,68kD (hsp-70) antibodies by Line Blot
81123-2,Coagulation factor VII inhibitor,PrThr,Pt,PPP,Ord,Coag,"Factor VII Inhibitor Screen, Plasma","Factor VII Inhibitor Screen, Plasma"
81762-7,F8 gene intron 1 inversion targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Hemophilia A F8 Gene, Intron 1 Inversion Known Mutation, Blood","Hemophilia A F8 Gene, Intron 1 Inversion Known Mutation, Blood"
82342-7,F8 gene intron 1 inversion targeted mutation analysis,Find,Pt,Amnio fld/CVS,Doc,Molgen,"Hemophilia A F8 Gene, Intron 1 Inversion Known Mutation Analysis, Prenatal","Hemophilia A F8 Gene, Intron 1 Inversion Known Mutation Analysis, Prenatal"
91679-1,F8 gene intron 22 inversion targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Hemophilia A F8 Gene, Intron 22 Inversion Known Mutation, Blood","Hemophilia A F8 Gene, Intron 22 Inversion Known Mutation, Blood"
91680-9,F8 gene intron 22 inversion targeted mutation analysis,Find,Pt,Amnio fld/CVS,Doc,Molgen,"Hemophilia A F8 Gene, Intron 22 Inversion Mutation Analysis, Prenatal","Hemophilia A F8 Gene, Intron 22 Inversion Mutation Analysis, Prenatal"
3209-4,Coagulation factor VIII activity actual/Normal,RelTime,Pt,PPP,Qn,Coag,"Coagulation Factor VIII Activity Assay, Plasma","Coagulation Factor VIII Activity Assay, Plasma"
82343-5,F8 gene intron 1 & 22 inversion targeted mutation analysis,Find,Pt,Amnio fld/CVS,Doc,Molgen,"Hemophilia A F8 Gene, Intron 1 and 22 Inversion Mutation Analysis, Prenatal","Hemophilia A F8 Gene, Intron 1 and 22 Inversion Mutation Analysis, Prenatal"
81761-9,F8 gene intron 1 & 22 inversion targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Hemophilia A F8 Gene, Intron 1 and 22 Inversion Mutation Analysis, Blood","Hemophilia A F8 Gene, Intron 1 and 22 Inversion Mutation Analysis, Blood"
3206-0,Coagulation factor VIII inhibitor,PrThr,Pt,PPP,Ord,Coag,"Coagulation Factor VIII Inhibitor Screen, Plasma","Coagulation Factor VIII Inhibitor Screen, Plasma"
30086-3,Coagulation factor IX inhibitor,PrThr,Pt,PPP,Ord,Coag,"Factor IX Inhibitor Screen, Plasma","Factor IX Inhibitor Screen, Plasma"
2685-6,Alpha-1-Acid glycoprotein,MCnc,Pt,Ser/Plas,Qn,,Alpha-1-Acid Glycoprotein,Alpha-1-Acid Glycoprotein
12480-0,Angiotensin converting enzyme,CCnc,Pt,CSF,Qn,,"Angiotensin Converting Enzyme, CSF","Angiotensin Converting Enzyme, CSF"
96562-4,Cytosolic 5'-nucleotidase 1A Ab,ACnc,Pt,Ser,Qn,IA,Anti-cN-1A Ab (NT5c1A) IBM,Anti-cN-1A Ab (NT5c1A) IBM
44706-0,Actin.smooth muscle Ab.IgG,ACnc,Pt,Ser,Qn,,"Filamentous-Actin (F-actin) Antibody, IgG, Serum","Filamentous-Actin (F-actin) Antibody, IgG, Serum"
3193-0,Coagulation factor V activity actual/Normal,RelTime,Pt,PPP,Qn,Coag,"Coagulation Factor V Activity Assay, Plasma","Coagulation Factor V Activity Assay, Plasma"
9416-9,Acyclovir,MCnc,Pt,Ser/Plas,Qn,,"Acyclovir, Plasma","Acyclovir, Plasma"
47549-1,Adenosine deaminase,CCnt,Pt,RBC,Qn,,"Adenosine Deaminase, RBC","Adenosine Deaminase, RBC"
35703-8,Adenosine deaminase,CCnc,Pt,CSF,Qn,,Adenosine Deaminase in CSF,Adenosine Deaminase in CSF
49760-2,Adenosine deaminase,CCnc,Pt,Pericard fld,Qn,,"Adenosine Deaminase, Pericardial Fluid","Adenosine Deaminase, Pericardial Fluid"
49759-4,Adenosine deaminase,CCnc,Pt,Periton fld,Qn,,Adenosine Deaminase in Peritoneal Fluid,Adenosine Deaminase in Peritoneal Fluid
35704-6,Adenosine deaminase,CCnc,Pt,Plr fld,Qn,,"Adenosine Deaminase, Pleural Fluid","Adenosine Deaminase, Pleural Fluid"
6024-4,Aspergillus flavus Ab.IgE,ACnc,Pt,Ser,Qn,,Aspergillus flavus IgE,Aspergillus flavus IgE
1680-8,3-Alpha-Androstanediol glucuronide,MCnc,Pt,Ser,Qn,,Androstanediol Glucuronide (Endocrine Sciences),Androstanediol Glucuronide (Endocrine Sciences)
9311-2,Albuterol,MCnc,Pt,Ser/Plas,Qn,,"Albuterol, Serum/Plasma","Albuterol, Serum/Plasma"
60348-0,Prunus dulcis Ab.IgG,MCnc,Pt,Ser,Qn,,Almond Food IgG,Almond Food IgG
63418-8,Lactalbumin alpha Ab.IgG,MCnc,Pt,Ser,Qn,,Alpha Lactalbumin IgG,Alpha Lactalbumin IgG
7065-6,Medicago sativa Ab.IgE,ACnc,Pt,Ser,Qn,,Alfalfa (Medicago sativa) IgE,Alfalfa (Medicago sativa) IgE
59611-4,ALPRAZolam,MCnc,Pt,Ser/Plas,Qn,Confirm,Alprazolam (Xanax),Alprazolam (Xanax)
3317-5,Amantadine,MCnc,Pt,Ser/Plas,Qn,,"Amantadine, Serum or Plasma","Amantadine, Serum or Plasma"
70073-2,Amyloid beta 40 peptide,MCnc,Pt,Plas,Qn,,Amyloid Beta-Protein,Amyloid Beta-Protein
7201-7,Cheese American Ab.IgE,ACnc,Pt,Ser,Qn,,Cheese American IgE,Cheese American IgE
1858-0,Angiotensin I,MCnc,Pt,Plas,Qn,,"Angiotensin I, Plasma","Angiotensin I, Plasma"
50638-6,Bixa orellana seed Ab.IgE,ACnc,Pt,Ser,Qn,,Annatto Seed (Bixa orellana) IgE,Annatto Seed (Bixa orellana) IgE
6117-6,Solenopsis invicta Ab.IgE,ACnc,Pt,Ser,Qn,,"Fire Ant, IgE, Serum","Fire Ant, IgE, Serum"
74533-1,Fatty acid oxidation panel,-,Pt,Fibroblasts,-,,"Fatty Acid Oxidation Probe Assay, Fibroblast Culture","Fatty Acid Oxidation Probe Assay, Fibroblast Culture"
43674-1,Fatty acid panel.comprehensive C8-C26,-,Pt,Ser/Plas,Qn,,"Fatty Acid Profile, Comprehensive (C8-C26), Serum","Fatty Acid Profile, Comprehensive (C8-C26), Serum"
43676-6,Fatty acid panel.essential C12-C22,-,Pt,Ser/Plas,Qn,,"Fatty Acid Profile, Essential, Serum","Fatty Acid Profile, Essential, Serum"
74218-9,Apixaban,MCnc,Pt,Ser/Plas,Qn,LC/MS/MS,"Apixaban, Plasma","Apixaban, Plasma"
60349-8,Malus sylvestris Ab.IgG,MCnc,Pt,Ser,Qn,,Apple IgG,Apple IgG
43675-8,Fatty acid panel.mitochondrial C8-C18,-,Pt,Ser/Plas,Qn,,"Fatty Acid Profile, Mitochondrial (C8-C18), Serum","Fatty Acid Profile, Mitochondrial (C8-C18), Serum"
101221-0,PM-SCL-100 extractable nuclear Ab,ACnc,Pt,Ser,Qn,IA,Anti-PM/Scl-100 Ab,Anti-PM/Scl-100 Ab
38893-4,ARIPiprazole,MCnc,Pt,Ser/Plas,Qn,,Aripiprazole,Aripiprazole
7094-6,Cynara scolymus Ab.IgE,ACnc,Pt,Ser,Qn,,Artichoke (Cynara scolymus) IgE,Artichoke (Cynara scolymus) IgE
101220-2,SUMO-activating enzyme subunit 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,"Anti-SAE1 Ab, IgG","Anti-SAE1 Ab, IgG"
7101-9,Populus tremula Ab.IgE,ACnc,Pt,Ser,Qn,,Aspen (Populus tremuloides) IgE,Aspen (Populus tremuloides) IgE
32136-4,Antidepressants,PrThr,Pt,Urine,Ord,,"Antidepressant Drug Screen, Ur, Quantitative","Antidepressant Drug Screen, Ur, Quantitative"
16142-2,Fat,MRat,24H,Stool,Qn,,"Fat, Feces","Fat, Feces"
81743-7,Th-To Ab,PrThr,Pt,Ser,Ord,Line blot,Anti-Th/To Ab,Anti-Th/To Ab
49963-2,Fibrillarin Ab,PrThr,Pt,Ser,Ord,,Anti-U3 RNP Antibodies (Fibrillarin),Anti-U3 RNP Antibodies (Fibrillarin)
60398-5,Persea americana Ab.IgG,MCnc,Pt,Ser,Qn,,Avocado IgG,Avocado IgG
16419-4,azaTHIOprine,MCnc,Pt,Ser/Plas,Qn,,Azathioprine (Imuran) as 6-Mercaptopurine,Azathioprine (Imuran) as 6-Mercaptopurine
96805-7,Cobalamins & folate panel,-,Pt,Ser,Qn,,"Vitamin B12 and Folate, Serum","Vitamin B12 and Folate, Serum"
49254-6,Bile acid pattern,Imp,Pt,Urine,Nar,,"Bile Acids, Urine","Bile Acids, Urine"
9353-4,Baclofen,MCnc,Pt,Ser/Plas,Qn,,"Baclofen, Serum","Baclofen, Serum"
60352-2,Musa spp Ab.IgG,MCnc,Pt,Ser,Qn,,Banana IgG,Banana IgG
51917-3,Hordeum vulgare Ab.IgG,MCnc,Pt,Ser,Qn,,Barley IgG,Barley IgG
5589-7,Barium,MCnc,Pt,Ser/Plas,Qn,,"Barium, Serum","Barium, Serum"
7120-9,Micropterus salmoides Ab.IgE,ACnc,Pt,Ser,Qn,,Bass Black (Sea Bass) (Centropristis striata) IgE,Bass Black (Sea Bass) (Centropristis striata) IgE
21096-3,Bean black Ab.IgE,ACnc,Pt,Ser,Qn,,Bean Black (Phaseolus spp) IgE,Bean Black (Phaseolus spp) IgE
35529-7,Beef Ab.IgG,MCnc,Pt,Ser,Qn,,Beef IgG,Beef IgG
9330-2,Benzene,MCnc,Pt,Bld,Qn,,"Benzene, Occupational Exposure, Blood","Benzene, Occupational Exposure, Blood"
9384-9,Benztropine,MCnc,Pt,Ser/Plas,Qn,,"Benztropine (Cogentin), Serum","Benztropine (Cogentin), Serum"
7571-3,Vigna sinensis Ab.IgE,ACnc,Pt,Ser,Qn,,Pea Black-Eyed/Cow Pea (Vigna sinensis) IgE,Pea Black-Eyed/Cow Pea (Vigna sinensis) IgE
8159-6,Beryllium,MCnc,Pt,Bld,Qn,,"Beryllium, Blood","Beryllium, Blood"
60353-0,Bean green Ab.IgG,MCnc,Pt,Ser,Qn,,Bean Green/String IgG,Bean Green/String IgG
95230-9,Biliary tract neoplasm chromosome aneuploidy & cytology analysis,Find,Pt,Tiss,Doc,,"Biliary Tract Malignancy-Cytology, FISH, Varies","Biliary Tract Malignancy-Cytology, FISH, Varies"
1964-6,Bicarbonate,SCnc,Pt,Urine,Qn,,"Bicarbonate, Urine","Bicarbonate, Urine"
60354-8,Bean kidney red Ab.IgG,MCnc,Pt,Ser,Qn,,Bean Kidney IgG,Bean Kidney IgG
601-5,Fungus,Prid,Pt,Bld,Nom,Culture,"Fungal Culture, Blood","Fungal Culture, Blood"
63090-5,Beta lactoglobulin Ab.IgG,MCnc,Pt,Ser,Qn,,Beta Lactoglobulin IgG,Beta Lactoglobulin IgG
7131-6,Phaseolus limensis Ab.IgE,ACnc,Pt,Ser,Qn,,Bean Lima (Phaseolus limensis) IgE,Bean Lima (Phaseolus limensis) IgE
58035-7,Vaccinium myrtillus Ab.IgG,MCnc,Pt,Ser,Qn,,Blueberry IgG,Blueberry IgG
6056-6,Bombus terrestris Ab.IgE,ACnc,Pt,Ser,Qn,,Venom Bumble Bee (Bombus terrestrus) IgE,Venom Bumble Bee (Bombus terrestrus) IgE
63079-8,Bean white Ab.IgG,MCnc,Pt,Ser,Qn,,Bean Navy/White IgG,Bean Navy/White IgG
42725-2,Bromide,MCnc,Pt,Bld,Qn,,"Bromine - Total, Blood","Bromine - Total, Blood"
6118-4,Kochia scoparia Ab.IgE,ACnc,Pt,Ser,Qn,,"Firebush (Kochia), IgE, Serum","Firebush (Kochia), IgE, Serum"
63124-2,Ocimum basilicum Ab.IgG,MCnc,Pt,Ser,Qn,,Basil IgG,Basil IgG
42584-3,Beet Ab.IgG,MCnc,Pt,Ser,Qn,,Beet Root IgG,Beet Root IgG
9356-7,busPIRone,MCnc,Pt,Ser/Plas,Qn,,Buspirone (Buspar),Buspirone (Buspar)
7123-3,Myrica spp Ab.IgE,ACnc,Pt,Ser,Qn,,Bayberry/Wax Myrtle (Myrica spp) IgE,Bayberry/Wax Myrtle (Myrica spp) IgE
4488-3,Complement C3a,MCnc,Pt,Ser/Plas,Qn,,C3a Level By RIA,C3a Level By RIA
60358-9,Brassica oleracea var capitata Ab.IgG,MCnc,Pt,Ser,Qn,,Cabbage IgG,Cabbage IgG
35391-2,Taenia solium larva Ab.IgG,ACnc,Pt,CSF,Qn,,"Cysticercus Antibody (IgG), ELISA, CSF","Cysticercus Antibody (IgG), ELISA, CSF"
60361-3,Brassica oleracea var botrytis Ab.IgG,MCnc,Pt,Ser,Qn,,Cauliflower IgG,Cauliflower IgG
30170-5,Periplaneta americana Ab.IgE,ACnc,Pt,Ser,Qn,,Cockroach American (Periplaneta americana) IgE,Cockroach American (Periplaneta americana) IgE
53829-8,Casein Ab.IgG,MCnc,Pt,Ser,Qn,,Casein IgG,Casein IgG
63109-3,Anacardium occidentale Ab.IgG,MCnc,Pt,Ser,Qn,,Cashew IgG,Cashew IgG
2053-7,Carotene,MCnc,Pt,Ser/Plas,Qn,,"Carotene, Beta","Carotene, Beta"
7187-8,Ictalurus punctatus Ab.IgE,ACnc,Pt,Ser,Qn,,Catfish (Siluriformes spp) IgE,Catfish (Siluriformes spp) IgE
82964-8,Cannabidiol,MCnc,Pt,Ser/Plas/Bld,Qn,Confirm,"Cannabidiol, Serum","Cannabidiol, Serum"
82539-8,Anacardium occidentale recombinant (rAna o) 3 Ab.IgE,ACnc,Pt,Ser,Qn,,Cashew Component rAna o 3,Cashew Component rAna o 3
63092-1,Cheese cheddar type Ab.IgG,MCnc,Pt,Ser,Qn,,Cheese Cheddar IgG,Cheese Cheddar IgG
97214-1,Acetyl Fentanyl,PrThr,Pt,TissCo,Ord,Screen,"Acetyl Fentanyl, Umbilical Cord Tissue","Acetyl Fentanyl, Umbilical Cord Tissue"
97588-8,Dextromethorphan+Levomethorphan,PrThr,Pt,TissCo,Ord,Screen,"Dextro/Levo Methorphan, Umbilical Cord Tissue","Dextro/Levo Methorphan, Umbilical Cord Tissue"
97298-4,Phencyclidine,PrThr,Pt,TissCo,Ord,Screen,"Phencyclidine, Umbilical Cord Tissue","Phencyclidine, Umbilical Cord Tissue"
97310-7,Zolpidem,PrThr,Pt,TissCo,Ord,Screen,"Zolpidem, Umbilical Cord Tissue","Zolpidem, Umbilical Cord Tissue"
35554-5,Chocolate Ab.IgG,MCnc,Pt,Ser,Qn,,Chocolate/Cacao IgG,Chocolate/Cacao IgG
3471-0,chlorproMAZINE,MCnc,Pt,Ser/Plas,Qn,,Chlorpromazine (Thorazine),Chlorpromazine (Thorazine)
35532-1,Chicken Ab.IgG,MCnc,Pt,Ser,Qn,,Chicken IgG,Chicken IgG
25375-7,Chymotrypsin,CCnt,Pt,Stool,Qn,,"Chymotrypsin, Stool","Chymotrypsin, Stool"
27831-7,Immune complex,ACnc,Pt,Ser/Plas,Qn,C1q binding assay,Circulating Immune Complexes (CIC),Circulating Immune Complexes (CIC)
60367-0,Cinnamomum spp Ab.IgG,MCnc,Pt,Ser,Qn,,Cinnamon IgG,Cinnamon IgG
11167-4,Cockatiel feather Ab.IgE,ACnc,Pt,Ser,Qn,,Cockatiel Feathers IgE,Cockatiel Feathers IgE
3495-9,cloNIDine,MCnc,Pt,Ser/Plas,Qn,,Clonidine (Catapres),Clonidine (Catapres)
20563-3,Carboxyhemoglobin/hemoglobin.total,MFr,Pt,Bld,Qn,,"Carbon Monoxide Exposure, Blood","Carbon Monoxide Exposure, Blood"
34720-3,Cytomegalovirus DNA,ACnc,Pt,XXX,Qn,Probe.amp.tar,CMV by PCR,CMV by PCR
34416-8,Nucleosome Ab,ACnc,Pt,Ser,Qn,IA,Chromatin (Nucleosomal) Antibody,Chromatin (Nucleosomal) Antibody
63084-8,Cocos nucifera Ab.IgG,MCnc,Pt,Ser,Qn,,Coconut IgG,Coconut IgG
6083-0,Coffea spp Ab.IgE,ACnc,Pt,Ser,Qn,,Coffee (Coffea spp) IgE,Coffee (Coffea spp) IgE
16633-0,Cocaine,PrThr,Pt,Bld,Ord,,Cocaine Analysis - Whole Blood,Cocaine Analysis - Whole Blood
5630-9,Copper,MCnc,Pt,RBC,Qn,,"Copper, RBCs","Copper, RBCs"
56231-4,Zea mays Ab.IgG4,MCnc,Pt,Ser,Qn,,Corn IgG4,Corn IgG4
35534-7,Zea mays Ab.IgG,MCnc,Pt,Ser,Qn,,Corn IgG,Corn IgG
60370-4,Cancer pagurus Ab.IgG,MCnc,Pt,Ser,Qn,,Crab IgG,Crab IgG
25609-9,Cochineal extract Ab.IgE,ACnc,Pt,Ser,Qn,,Carmine Dye/Red Dye Cochineal (Dactylopius coccus) IgE (Red # 4),Carmine Dye/Red Dye Cochineal (Dactylopius coccus) IgE (Red # 4)
7703-2,Ustilago maydis Ab.IgE,ACnc,Pt,Ser,Qn,,Smut Corn (Ustilago maydis) IgE,Smut Corn (Ustilago maydis) IgE
60360-5,Daucus carota Ab.IgG,MCnc,Pt,Ser,Qn,,Carrot IgG,Carrot IgG
30041-8,Curcuma longa Ab.IgE,ACnc,Pt,Ser,Qn,,Turmeric (Curcuma longa) IgE,Turmeric (Curcuma longa) IgE
69040-4,Chronic urticaria index panel,-,Pt,Ser/Plas,-,,CU (Chronic Urticaria) Index Panel,CU (Chronic Urticaria) Index Panel
63369-3,Chronic urticaria index,ACnc,Pt,Ser,Qn,,CU Index,CU Index
60371-2,Cucumis sativus Ab.IgG,MCnc,Pt,Ser,Qn,,Cucumber IgG,Cucumber IgG
42198-2,Curvularia specifera Ab.IgE,ACnc,Pt,Ser,Qn,,Curvularia spicifera/Bipolaris IgE,Curvularia spicifera/Bipolaris IgE
5634-1,Cyanide,MCnc,Pt,Bld,Qn,,"Cyanide, Blood Test","Cyanide, Blood Test"
52984-2,Cytomegalovirus Ab.IgG avidity,Ratio,Pt,Ser/Plas,Qn,IA,Cytomegalovirus IgG Avidity,Cytomegalovirus IgG Avidity
25095-1,Deoxypyridinoline/Creatinine,SRto,Pt,Urine,Qn,,"Deoxypyridinoline Crosslinks, Urine","Deoxypyridinoline Crosslinks, Urine"
580-1,Fungus,Prid,Pt,XXX,Nom,Culture,"Fungal Culture, Dermal","Fungal Culture, Dermal"
7287-6,Anthemis cotula Ab.IgE,ACnc,Pt,Ser,Qn,,Dog Fennel (Anthemis cotula) IgE,Dog Fennel (Anthemis cotula) IgE
3559-2,Digitoxin,MCnc,Pt,Ser/Plas,Qn,,"Digitoxin, Serum","Digitoxin, Serum"
6898-1,dilTIAZem,MCnc,Pt,Ser/Plas,Qn,,"Diltiazem (Cardizem, Dilacor)","Diltiazem (Cardizem, Dilacor)"
6738-9,Rumex crispus Ab.IgE,ACnc,Pt,Ser,Qn,,Dock Yellow (Rumex crispus) IgE,Dock Yellow (Rumex crispus) IgE
18287-3,Donath Landsteiner Ab,PrThr,Pt,Ser+RBC^Control,Ord,,Donath Landsteiner,Donath Landsteiner
13623-4,Dextromethorphan,MCnc,Pt,Ser/Plas,Qn,,"Dextromethorphan (DM), Serum","Dextromethorphan (DM), Serum"
6101-0,Duck meat Ab.IgE,ACnc,Pt,Ser,Qn,,Duck Meat IgE,Duck Meat IgE
75005-9,(Brassica oleracea var capitata+Capsicum annuum+Lycopersicon lycopersicum+Spinacia oleracea) Ab.IgE,ACnc,Pt,Ser,Qn,Multidisk,"Food Panel #2, Serum","Food Panel #2, Serum"
9814-5,Dextroamphetamine,MCnc,Pt,Ser/Plas,Qn,,Dexedrine (Dextroamphetamine),Dexedrine (Dextroamphetamine)
11172-4,Ferret epithelium Ab.IgE,ACnc,Pt,Ser,Qn,,"Ferret Epithelium, IgE, Serum","Ferret Epithelium, IgE, Serum"
35535-4,Egg white Ab.IgG,MCnc,Pt,Ser,Qn,,Egg White IgG,Egg White IgG
35536-2,Egg yolk Ab.IgG,MCnc,Pt,Ser,Qn,,Egg Yolk IgG,Egg Yolk IgG
29905-7,Entamoeba histolytica Ag,PrThr,Pt,Stool,Ord,IA,"Entamoeba histolytica Antigen, EIA","Entamoeba histolytica Antigen, EIA"
6899-9,Felbamate,MCnc,Pt,Ser/Plas,Qn,,"Felbamate (Felbatol), Serum","Felbamate (Felbatol), Serum"
59673-4,fentaNYL,PrThr,Pt,Urine,Ord,Screen,"Fentanyl Screen with Reflex, Random, Urine","Fentanyl Screen with Reflex, Random, Urine"
81275-0,Fentanyl & Norfentanyl panel,-,Pt,Ser/Plas,-,,"Fentanyl, Serum","Fentanyl, Serum"
67822-7,Fentanyl & Norfentanyl panel,-,Pt,Urine,-,,"Fentanyl with Metabolite Confirmation, Random, Urine","Fentanyl with Metabolite Confirmation, Random, Urine"
3591-5,ePHEDrine,MCnc,Pt,Ser/Plas,Qn,,"Ephedrine, Serum","Ephedrine, Serum"
7307-2,Epidermophyton floccosum Ab.IgE,ACnc,Pt,Ser,Qn,,Epidermophyton floccosum IgE,Epidermophyton floccosum IgE
54231-6,Semen analysis fertility panel,-,Pt,Semen,-,,"Semen Analysis, Semen","Semen Analysis, Semen"
20567-4,Ferritin,MCnc,Pt,Ser/Plas,Qn,IA,"Ferritin, Serum","Ferritin, Serum"
57028-3,Iron,MCnt,Pt,Liver,Qn,,"Iron, Liver Tissue","Iron, Liver Tissue"
72279-3,(Chicken feather+Duck feather+Goose feather+Turkey feather) Ab.IgE,ACnc,Pt,Ser,Qn,Multidisk,"Feather Panel # 2, Serum","Feather Panel # 2, Serum"
3244-1,Coagulum lysis,Time,Pt,PPP,Qn,Coag,Euglobulin Clot Lysis Time,Euglobulin Clot Lysis Time
56253-8,Egg white Ab.IgG4,MCnc,Pt,Ser,Qn,,Egg White IgG4,Egg White IgG4
45201-1,Egg whole Ab.IgG,MCnc,Pt,Ser,Qn,,Egg Whole IgG,Egg Whole IgG
14208-3,Filaria Ab.IgG4,ACnc,Pt,Ser,Qn,,Filaria Antibody (IgG4),Filaria Antibody (IgG4)
6797-5,Cyclobenzaprine,MCnc,Pt,Ser/Plas,Qn,,Cyclobenzaprine (Flexeril),Cyclobenzaprine (Flexeril)
73826-0,Flurazepam+N-desalkylflurazepam,MCnc,Pt,Ser/Plas/Bld,Qn,Confirm,Flurazepam (Dalmane) and Desalkylflurazepam,Flurazepam (Dalmane) and Desalkylflurazepam
18485-3,Mi-2 Ab,PrThr,Pt,Ser,Ord,,Anti-Mi-2 Ab,Anti-Mi-2 Ab
43595-8,Methadone,PrThr,Pt,Meconium,Ord,,Meconium Methadone Screen with Reflex Confirmation,Meconium Methadone Screen with Reflex Confirmation
80979-8,Frataxin,MCnc,Pt,Bld,Qn,,"Friedreich Ataxia, Frataxin, Quantitative, Blood","Friedreich Ataxia, Frataxin, Quantitative, Blood"
6892-4,Thyroxine.free,MCnc,Pt,Ser/Plas,Qn,Dialysis,"T4, Free, Direct Dialysis","T4, Free, Direct Dialysis"
80168-8,Pterins panel,-,Pt,CSF,-,,"Tetrahydrobiopterin and Neopterin Profile (BH4, N)","Tetrahydrobiopterin and Neopterin Profile (BH4, N)"
5747-1,Tin,MCnc,Pt,Bld,Qn,,"Tin, Blood","Tin, Blood"
5748-9,Tin,MCnc,Pt,Ser/Plas,Qn,,"Tin, Serum","Tin, Serum"
3002-3,Thiocyanate,MCnc,Pt,Ser/Plas,Qn,,"Thiocyanate, Serum","Thiocyanate, Serum"
9637-0,Toluene,MCnc,Pt,Bld,Qn,,"Toluene, Occupational Exposure, Blood","Toluene, Occupational Exposure, Blood"
43237-7,Thrombopoietin,MCnc,Pt,PPP,Qn,IA,Thrombopoietin (TPO),Thrombopoietin (TPO)
53923-9,HIV 1 tropism,Prid,Pt,Bld,Nar,,Trofile DNA Co-Receptor Tropism Assay,Trofile DNA Co-Receptor Tropism Assay
57182-8,HIV 1 RNA tropism,Prid,Pt,Plas,Nar,,Trofile Co-Receptor Tropism Assay,Trofile Co-Receptor Tropism Assay
4064-2,traZODone,MCnc,Pt,Ser/Plas,Qn,,Trazodone (Desyrel),Trazodone (Desyrel)
13879-2,Collagen type 2 Ab.IgG,ACnc,Pt,Ser,Qn,,Collagen Type II antibody,Collagen Type II antibody
3659-0,Furosemide,MCnc,Pt,Ser/Plas,Qn,,Furosemide (Lasix),Furosemide (Lasix)
10988-4,fluvoxaMINE,MCnc,Pt,Ser/Plas,Qn,,Fluvoxamine (Luvox),Fluvoxamine (Luvox)
81789-0,Juglans regia recombinant (rJug r) 3 Ab.IgE,ACnc,Pt,Ser,Qn,,Walnut Component rJug r 3,Walnut Component rJug r 3
59680-9,Gabapentin,MCnc,Pt,Urine,Qn,,"Gabapentin, Urine","Gabapentin, Urine"
15367-6,Ganciclovir,MCnc,Pt,Ser/Plas,Qn,,"Ganciclovir, Plasma","Ganciclovir, Plasma"
60374-6,Allium sativum Ab.IgG,MCnc,Pt,Ser,Qn,,Garlic IgG,Garlic IgG
12722-5,Insulin-like growth factor binding protein 1,MCnc,Pt,Ser/Plas,Qn,,Insulin-like Growth Factor-binding Protein-1 (IGFBP-1),Insulin-like Growth Factor-binding Protein-1 (IGFBP-1)
51723-5,Fungus,PrThr,Pt,XXX,Ord,Organism specific culture,"Fungal Culture, Routine","Fungal Culture, Routine"
78915-6,FGFR1 gene rearrangements,PrThr,Pt,Bld/Tiss,Ord,FISH,"FGFR1 (8p11.2) Amplification, FISH, Tissue","FGFR1 (8p11.2) Amplification, FISH, Tissue"
95784-5,FGFR2 gene rearrangements,Find,Pt,Tiss,Doc,FISH,"FGFR2 (10q26.1) Rearrangement, FISH, Tissue","FGFR2 (10q26.1) Rearrangement, FISH, Tissue"
